order_item_key,orders_key,product_key,product_variant_key,time_key,customer_key,platform_key,item_quantity,paid_price,original_unit_price,voucher_platform_amount,voucher_seller_amount,shipping_fee_paid_by_buyer
S00000572,458.2,19.2,148.2,20210524,37859.2,2,1,350.0,350.0,0.0,0.0,22.499999999999996
S00000573,458.2,47.2,289.2,20210524,37859.2,2,1,350.0,350.0,0.0,0.0,22.499999999999996
S00000574,459.2,19.2,148.2,20210524,10439.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000575,460.2,19.2,148.2,20210524,10372.2,2,1,262.0,350.0,0.0,0.0,53.14857142857143
S00000576,461.2,47.2,289.2,20210524,10387.2,2,1,350.0,350.0,0.0,0.0,40.0
S00000577,462.2,15.2,130.2,20210524,10445.2,2,1,350.0,350.0,0.0,0.0,22.499999999999996
S00000578,462.2,19.2,148.2,20210524,10445.2,2,1,350.0,350.0,0.0,0.0,22.499999999999996
S00000579,463.2,19.2,148.2,20210524,10440.2,2,1,350.0,350.0,0.0,0.0,51.666666666666664
S00000580,463.2,39.2,249.2,20210524,10440.2,2,1,350.0,350.0,0.0,0.0,51.666666666666664
S00000581,463.2,15.2,130.2,20210524,10440.2,2,1,350.0,350.0,0.0,0.0,51.666666666666664
S00000582,464.2,19.2,148.2,20210524,10441.2,2,1,350.0,350.0,0.0,0.0,22.499999999999996
S00000583,464.2,47.2,289.2,20210524,10441.2,2,1,350.0,350.0,0.0,0.0,22.499999999999996
S00000584,465.2,19.2,148.2,20210524,10437.2,2,1,350.0,350.0,0.0,0.0,71.0
S00000585,466.2,47.2,289.2,20210524,10438.2,2,1,350.0,350.0,0.0,0.0,40.0
S00000586,467.2,62.2,304.2,20210524,10446.2,2,1,177.0,229.0,0.0,0.0,10.925925925925926
S00000587,467.2,39.2,249.2,20210524,10446.2,2,1,270.0,350.0,0.0,0.0,16.666666666666664
S00000588,467.2,56.2,298.2,20210524,10446.2,2,1,117.0,150.0,0.0,0.0,7.222222222222221
S00000589,468.2,39.2,249.2,20210524,10447.2,2,1,310.0,350.0,0.0,0.0,14.761904761904761
S00000590,468.2,15.2,130.2,20210524,10447.2,2,1,310.0,350.0,0.0,0.0,14.761904761904761
S00000591,468.2,19.2,148.2,20210524,10447.2,2,1,311.0,350.0,0.0,0.0,14.809523809523808
S00000592,469.2,19.2,148.2,20210524,10443.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000593,470.2,46.2,288.2,20210524,10163.2,2,2,700.0,700.0,0.0,0.0,44.99999999999999
S00000594,471.2,58.2,300.2,20210524,10448.2,2,1,140.0,150.0,0.0,0.0,9.692307692307693
S00000595,471.2,19.2,148.2,20210524,10448.2,2,1,327.0,350.0,0.0,0.0,22.638461538461538
S00000596,471.2,56.2,298.2,20210524,10448.2,2,1,141.0,150.0,0.0,0.0,9.761538461538462
S00000597,472.2,47.2,289.2,20210524,10442.2,2,1,350.0,350.0,0.0,0.0,22.499999999999996
S00000598,472.2,15.2,130.2,20210524,10442.2,2,1,350.0,350.0,0.0,0.0,22.499999999999996
S00000599,473.2,19.2,148.2,20210525,10456.2,2,1,277.0,350.0,0.0,0.0,35.614285714285714
S00000600,475.2,19.2,148.2,20210525,10452.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000601,476.2,19.2,148.2,20210525,10451.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000602,477.2,19.2,148.2,20210525,10449.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000603,478.2,19.2,148.2,20210525,10455.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000604,479.2,19.2,148.2,20210525,10450.2,2,1,350.0,350.0,0.0,0.0,71.0
S00000605,480.2,19.2,148.2,20210525,10457.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000606,481.2,19.2,148.2,20210525,10453.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000607,483.2,47.2,289.2,20210526,10462.2,2,1,350.0,350.0,0.0,0.0,40.0
S00000608,484.2,19.2,148.2,20210526,10470.2,2,1,322.0,350.0,0.0,0.0,41.4
S00000609,485.2,19.2,148.2,20210526,10463.2,2,1,311.0,350.0,0.0,0.0,39.98571428571428
S00000610,486.2,19.2,148.2,20210526,10469.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000611,487.2,19.2,148.2,20210526,10461.2,2,2,650.0,700.0,0.0,50.0,41.785714285714285
S00000612,488.2,19.2,148.2,20210526,10458.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000613,489.2,19.2,148.2,20210526,10464.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000614,490.2,47.2,289.2,20210526,10466.2,2,1,350.0,350.0,0.0,0.0,22.499999999999996
S00000615,490.2,19.2,148.2,20210526,10466.2,2,1,350.0,350.0,0.0,0.0,22.499999999999996
S00000616,491.2,19.2,148.2,20210526,10467.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000617,492.2,19.2,148.2,20210526,10465.2,2,1,262.0,350.0,0.0,0.0,33.68571428571428
S00000618,493.2,19.2,148.2,20210526,10460.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000619,494.2,19.2,148.2,20210526,10468.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000620,495.2,39.2,249.2,20210526,10459.2,2,1,350.0,350.0,0.0,0.0,22.499999999999996
S00000621,495.2,19.2,148.2,20210526,10459.2,2,1,350.0,350.0,0.0,0.0,22.499999999999996
S00000622,496.2,19.2,148.2,20210527,10484.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000623,497.2,19.2,148.2,20210527,10476.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000624,498.2,19.2,148.2,20210527,10473.2,2,1,262.0,350.0,0.0,0.0,33.68571428571428
S00000625,499.2,19.2,148.2,20210527,10487.2,2,1,350.0,350.0,0.0,0.0,71.0
S00000626,500.2,47.2,289.2,20210527,10480.2,2,1,350.0,350.0,0.0,0.0,65.0
S00000627,501.2,19.2,148.2,20210527,10488.2,2,1,346.0,350.0,0.0,0.0,70.18857142857142
S00000628,502.2,19.2,148.2,20210527,10472.2,2,1,344.0,350.0,0.0,0.0,44.22857142857143
S00000629,504.2,19.2,148.2,20210527,10477.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000630,505.2,19.2,148.2,20210527,10479.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000631,506.2,19.2,148.2,20210527,10483.2,2,1,262.0,350.0,0.0,0.0,33.68571428571428
S00000632,507.2,19.2,148.2,20210527,10482.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000633,508.2,19.2,148.2,20210527,10486.2,2,1,350.0,350.0,0.0,0.0,22.499999999999996
S00000634,508.2,47.2,289.2,20210527,10486.2,2,1,350.0,350.0,0.0,0.0,22.499999999999996
S00000635,509.2,19.2,148.2,20210527,10478.2,2,1,324.0,350.0,26.0,0.0,41.65714285714285
S00000636,510.2,19.2,148.2,20210527,10485.2,2,1,325.0,350.0,0.0,0.0,41.785714285714285
S00000637,511.2,39.2,249.2,20210527,10180.2,2,1,350.0,350.0,0.0,0.0,40.0
S00000638,512.2,19.2,148.2,20210527,10481.2,2,1,262.0,350.0,0.0,0.0,85.33714285714287
S00000639,513.2,62.2,304.2,20210527,10471.2,2,1,229.0,229.0,0.0,0.0,110.0
S00000640,515.2,19.2,148.2,20210528,10496.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000641,516.2,47.2,289.2,20210528,10189.2,2,2,700.0,700.0,0.0,0.0,44.99999999999999
S00000642,517.2,15.2,130.2,20210528,10499.2,2,1,262.0,350.0,0.0,0.0,47.90857142857143
S00000643,517.2,19.2,148.2,20210528,10499.2,2,1,263.0,350.0,0.0,0.0,48.09142857142857
S00000644,518.2,47.2,289.2,20210528,10501.2,2,1,326.0,350.0,0.0,0.0,37.25714285714285
S00000645,519.2,39.2,249.2,20210528,37859.2,2,1,350.0,350.0,0.0,0.0,65.0
S00000646,521.2,19.2,148.2,20210528,10495.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000647,522.2,47.2,289.2,20210528,10502.2,2,1,312.0,350.0,0.0,0.0,35.65714285714286
S00000648,523.2,19.2,148.2,20210528,37859.2,2,1,282.0,350.0,0.0,0.0,91.85142857142857
S00000649,524.2,19.2,148.2,20210528,10500.2,2,1,262.0,350.0,0.0,0.0,33.68571428571428
S00000650,525.2,62.2,304.2,20210528,10490.2,2,1,229.0,229.0,0.0,0.0,27.189973614775724
S00000651,525.2,58.2,300.2,20210528,10490.2,2,1,150.0,150.0,0.0,0.0,17.810026385224273
S00000652,527.2,19.2,148.2,20210528,10491.2,2,1,350.0,350.0,0.0,0.0,114.0
S00000653,528.2,19.2,148.2,20210528,10489.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000654,529.2,39.2,249.2,20210528,10493.2,2,1,350.0,350.0,0.0,0.0,40.0
S00000655,530.2,19.2,148.2,20210528,10497.2,2,1,350.0,350.0,0.0,0.0,114.0
S00000656,531.2,19.2,148.2,20210528,10494.2,2,1,350.0,350.0,0.0,0.0,114.0
S00000657,532.2,19.2,148.2,20210529,10508.2,2,1,350.0,350.0,0.0,0.0,22.499999999999996
S00000658,532.2,47.2,289.2,20210529,10508.2,2,1,350.0,350.0,0.0,0.0,22.499999999999996
S00000659,533.2,19.2,148.2,20210529,10507.2,2,1,262.0,350.0,0.0,0.0,33.68571428571428
S00000660,534.2,15.2,130.2,20210529,10520.2,2,1,350.0,350.0,0.0,0.0,64.0
S00000661,534.2,19.2,148.2,20210529,10520.2,2,1,350.0,350.0,0.0,0.0,64.0
S00000662,535.2,19.2,148.2,20210529,10515.2,2,1,350.0,350.0,0.0,0.0,71.0
S00000663,536.2,19.2,148.2,20210529,10516.2,2,1,350.0,350.0,0.0,0.0,16.666666666666664
S00000664,536.2,47.2,289.2,20210529,10516.2,2,1,350.0,350.0,0.0,0.0,16.666666666666664
S00000665,536.2,39.2,249.2,20210529,10516.2,2,1,350.0,350.0,0.0,0.0,16.666666666666664
S00000666,537.2,19.2,148.2,20210529,10513.2,2,1,262.0,350.0,0.0,0.0,53.14857142857143
S00000667,538.2,19.2,148.2,20210529,10511.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000668,539.2,19.2,148.2,20210529,10512.2,2,1,262.0,350.0,0.0,0.0,33.68571428571428
S00000669,540.2,19.2,148.2,20210529,37859.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000670,541.2,19.2,148.2,20210529,10514.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000671,542.2,19.2,148.2,20210529,10521.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000672,543.2,19.2,148.2,20210529,10505.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000673,545.2,61.2,303.2,20210529,10504.2,2,1,5.0,5.0,0.0,0.0,85.0
S00000674,546.2,19.2,148.2,20210529,10509.2,2,1,350.0,350.0,0.0,0.0,71.0
S00000675,547.2,19.2,148.2,20210529,37859.2,2,1,350.0,350.0,0.0,0.0,71.0
S00000676,548.2,19.2,148.2,20210529,10510.2,2,1,350.0,350.0,0.0,0.0,64.0
S00000677,548.2,47.2,289.2,20210529,10510.2,2,1,350.0,350.0,0.0,0.0,64.0
S00000678,549.2,39.2,249.2,20210529,10517.2,2,1,350.0,350.0,0.0,0.0,22.499999999999996
S00000679,549.2,19.2,148.2,20210529,10517.2,2,1,350.0,350.0,0.0,0.0,22.499999999999996
S00000680,550.2,19.2,148.2,20210529,10506.2,2,1,350.0,350.0,0.0,0.0,71.0
S00000681,551.2,19.2,148.2,20210529,10518.2,2,1,342.0,350.0,0.0,0.0,69.37714285714286
S00000682,552.2,19.2,148.2,20210530,10529.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000683,553.2,15.2,130.2,20210530,10277.2,2,1,304.0,350.0,0.0,0.0,19.54285714285714
S00000684,553.2,19.2,148.2,20210530,10277.2,2,1,305.0,350.0,0.0,0.0,19.607142857142854
S00000685,554.2,19.2,148.2,20210530,10525.2,2,1,262.0,350.0,0.0,0.0,53.14857142857143
S00000686,555.2,19.2,148.2,20210530,10526.2,2,1,350.0,350.0,0.0,0.0,71.0
S00000687,556.2,19.2,148.2,20210530,10532.2,2,1,350.0,350.0,0.0,0.0,71.0
S00000688,557.2,19.2,148.2,20210530,10531.2,2,1,350.0,350.0,0.0,0.0,22.499999999999996
S00000689,557.2,15.2,130.2,20210530,10531.2,2,1,350.0,350.0,0.0,0.0,22.499999999999996
S00000690,558.2,19.2,148.2,20210530,10530.2,2,1,350.0,350.0,0.0,0.0,114.0
S00000691,559.2,19.2,148.2,20210530,10523.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000692,560.2,19.2,148.2,20210530,10527.2,2,1,347.0,350.0,0.0,0.0,44.61428571428571
S00000693,561.2,19.2,148.2,20210530,10524.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000694,562.2,19.2,148.2,20210530,37859.2,2,1,350.0,350.0,0.0,0.0,71.0
S00000695,563.2,19.2,148.2,20210530,10528.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000696,564.2,19.2,148.2,20210531,10543.2,2,1,320.0,350.0,0.0,0.0,64.91428571428571
S00000697,565.2,19.2,148.2,20210531,37859.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000698,566.2,19.2,148.2,20210531,10540.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000699,567.2,19.2,148.2,20210531,10541.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000700,568.2,19.2,148.2,20210531,10537.2,2,1,343.0,350.0,0.0,0.0,44.099999999999994
S00000701,569.2,47.2,289.2,20210531,10535.2,2,1,350.0,350.0,0.0,0.0,40.0
S00000702,570.2,19.2,148.2,20210531,10536.2,2,1,347.0,350.0,0.0,0.0,44.61428571428571
S00000703,571.2,19.2,148.2,20210531,10544.2,2,1,350.0,350.0,0.0,0.0,71.0
S00000704,572.2,19.2,148.2,20210531,10542.2,2,1,325.0,350.0,0.0,0.0,65.92857142857143
S00000705,573.2,19.2,148.2,20210531,10545.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000706,574.2,19.2,148.2,20210531,10538.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000707,575.2,19.2,148.2,20210531,10539.2,2,1,350.0,350.0,0.0,0.0,114.0
S00000708,576.2,19.2,148.2,20210531,10534.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000709,577.2,15.2,130.2,20210601,10554.2,2,1,350.0,350.0,0.0,0.0,64.0
S00000710,577.2,19.2,148.2,20210601,10554.2,2,1,350.0,350.0,0.0,0.0,64.0
S00000711,578.2,39.2,249.2,20210601,10547.2,2,1,350.0,350.0,0.0,0.0,40.0
S00000712,579.2,19.2,148.2,20210601,10555.2,2,1,330.0,350.0,0.0,0.0,42.42857142857142
S00000713,580.2,19.2,148.2,20210601,10552.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000714,581.2,19.2,148.2,20210601,10553.2,2,1,347.0,350.0,0.0,0.0,44.61428571428571
S00000715,582.2,19.2,148.2,20210601,10550.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000716,583.2,19.2,148.2,20210601,10549.2,2,1,350.0,350.0,0.0,0.0,71.0
S00000717,584.2,47.2,289.2,20210601,10556.2,2,1,315.0,350.0,0.0,0.0,99.0
S00000718,585.2,19.2,148.2,20210601,10548.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000719,586.2,19.2,148.2,20210601,10551.2,2,1,350.0,350.0,0.0,0.0,71.0
S00000720,587.2,19.2,148.2,20210601,10557.2,2,1,350.0,350.0,0.0,0.0,71.0
S00000721,588.2,19.2,148.2,20210601,37859.2,2,6,2011.0,2100.0,0.0,89.0,154.17666666666665
S00000722,589.2,19.2,148.2,20210602,10564.2,2,1,321.0,350.0,0.0,0.0,41.271428571428565
S00000723,590.2,47.2,289.2,20210602,10569.2,2,1,350.0,350.0,0.0,0.0,64.0
S00000724,590.2,19.2,148.2,20210602,10569.2,2,1,350.0,350.0,0.0,0.0,64.0
S00000725,591.2,19.2,148.2,20210602,10567.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000726,592.2,19.2,148.2,20210602,10575.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000727,593.2,46.2,288.2,20210602,10573.2,2,1,320.0,350.0,0.0,30.0,15.238095238095237
S00000728,593.2,19.2,148.2,20210602,10573.2,2,1,321.0,350.0,0.0,29.0,15.285714285714285
S00000729,593.2,15.2,130.2,20210602,10573.2,2,1,320.0,350.0,0.0,30.0,15.238095238095237
S00000730,594.2,19.2,148.2,20210602,37859.2,2,2,700.0,700.0,0.0,0.0,44.99999999999999
S00000731,595.2,47.2,289.2,20210602,10572.2,2,1,350.0,350.0,0.0,0.0,40.0
S00000732,596.2,19.2,148.2,20210602,10568.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000733,597.2,19.2,148.2,20210602,10570.2,2,1,262.0,350.0,0.0,0.0,33.68571428571428
S00000734,598.2,46.2,288.2,20210602,10558.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000735,599.2,19.2,148.2,20210602,10561.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000736,600.2,19.2,148.2,20210602,10560.2,2,2,700.0,700.0,0.0,0.0,128.0
S00000737,601.2,19.2,148.2,20210602,10562.2,2,1,350.0,350.0,0.0,0.0,61.45404663923182
S00000738,601.2,58.2,300.2,20210602,10562.2,2,1,150.0,150.0,0.0,0.0,26.33744855967078
S00000739,601.2,62.2,304.2,20210602,10562.2,2,1,229.0,229.0,0.0,0.0,40.20850480109739
S00000740,602.2,19.2,148.2,20210602,10559.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000741,603.2,19.2,148.2,20210602,10563.2,2,1,350.0,350.0,0.0,0.0,22.499999999999996
S00000742,603.2,15.2,130.2,20210602,10563.2,2,1,350.0,350.0,0.0,0.0,22.499999999999996
S00000743,604.2,19.2,148.2,20210602,10574.2,2,1,263.0,350.0,0.0,0.0,33.81428571428571
S00000744,605.2,19.2,148.2,20210602,10565.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000745,606.2,19.2,148.2,20210602,10566.2,2,1,0.0,350.0,350.0,0.0,0.0
S00000746,607.2,19.2,148.2,20210603,10586.2,2,1,350.0,350.0,0.0,0.0,71.0
S00000747,608.2,19.2,148.2,20210603,10579.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000748,609.2,19.2,148.2,20210603,10583.2,2,1,321.0,350.0,0.0,0.0,41.271428571428565
S00000749,610.2,19.2,148.2,20210603,10585.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000750,611.2,47.2,289.2,20210603,10577.2,2,1,350.0,350.0,0.0,0.0,40.0
S00000751,612.2,39.2,249.2,20210603,10584.2,2,1,350.0,350.0,0.0,0.0,40.0
S00000752,613.2,19.2,148.2,20210603,10576.2,2,1,286.0,350.0,0.0,0.0,58.01714285714286
S00000753,615.2,19.2,148.2,20210603,10580.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000754,616.2,19.2,148.2,20210603,10581.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000755,617.2,19.2,148.2,20210603,10582.2,2,1,350.0,350.0,0.0,0.0,114.0
S00000756,618.2,19.2,148.2,20210604,10595.2,2,1,350.0,350.0,0.0,0.0,71.0
S00000757,619.2,19.2,148.2,20210604,37859.2,2,1,350.0,350.0,0.0,0.0,114.0
S00000758,620.2,19.2,148.2,20210604,10589.2,2,1,289.0,350.0,0.0,29.0,26.147619047619045
S00000759,620.2,46.2,288.2,20210604,10589.2,2,1,288.0,350.0,0.0,30.0,26.057142857142857
S00000760,620.2,39.2,249.2,20210604,10589.2,2,1,290.0,350.0,0.0,30.0,26.238095238095237
S00000761,621.2,19.2,148.2,20210604,10590.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000762,622.2,19.2,148.2,20210604,10592.2,2,1,350.0,350.0,0.0,0.0,114.0
S00000763,623.2,19.2,148.2,20210604,10593.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000764,624.2,19.2,148.2,20210604,37859.2,2,2,700.0,700.0,0.0,0.0,44.99999999999999
S00000765,625.2,19.2,148.2,20210604,10588.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000766,626.2,19.2,148.2,20210604,10591.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000767,627.2,47.2,289.2,20210605,10602.2,2,1,350.0,350.0,0.0,0.0,40.0
S00000768,628.2,19.2,148.2,20210605,10603.2,2,1,350.0,350.0,0.0,0.0,64.0
S00000769,628.2,47.2,289.2,20210605,10603.2,2,1,350.0,350.0,0.0,0.0,64.0
S00000770,629.2,19.2,148.2,20210605,10599.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000771,630.2,19.2,148.2,20210605,10596.2,2,1,350.0,350.0,0.0,0.0,71.0
S00000772,631.2,47.2,289.2,20210605,10598.2,2,1,350.0,350.0,0.0,0.0,110.0
S00000773,632.2,19.2,148.2,20210605,10597.2,2,1,262.0,350.0,0.0,0.0,33.68571428571428
S00000774,633.2,19.2,148.2,20210605,10600.2,2,1,350.0,350.0,0.0,0.0,71.0
S00000775,635.2,19.2,148.2,20210605,10604.2,2,1,350.0,350.0,0.0,0.0,114.0
S00000776,636.2,19.2,148.2,20210607,10617.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000777,637.2,15.2,130.2,20210607,10618.2,2,1,350.0,350.0,0.0,0.0,40.0
S00000778,638.2,19.2,148.2,20210607,10606.2,2,1,342.0,350.0,0.0,0.0,43.97142857142857
S00000779,639.2,19.2,148.2,20210607,10609.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000780,640.2,16.2,343.2,20210607,10439.2,2,1,350.0,350.0,0.0,0.0,28.636363636363637
S00000781,640.2,16.2,343.2,20210607,10439.2,2,1,100.0,100.0,0.0,0.0,8.181818181818182
S00000782,640.2,16.2,343.2,20210607,10439.2,2,1,100.0,100.0,0.0,0.0,8.181818181818182
S00000783,641.2,62.2,304.2,20210607,10619.2,2,1,229.0,229.0,0.0,0.0,40.0
S00000784,642.2,47.2,289.2,20210607,10616.2,2,1,350.0,350.0,0.0,0.0,22.499999999999996
S00000785,642.2,19.2,148.2,20210607,10616.2,2,1,350.0,350.0,0.0,0.0,22.499999999999996
S00000786,643.2,19.2,148.2,20210607,10615.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000787,644.2,19.2,148.2,20210607,37859.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000788,645.2,16.2,343.2,20210607,10614.2,2,1,100.0,100.0,0.0,0.0,12.5
S00000789,645.2,16.2,343.2,20210607,10614.2,2,1,100.0,100.0,0.0,0.0,12.5
S00000790,645.2,16.2,343.2,20210607,10614.2,2,1,100.0,100.0,0.0,0.0,12.5
S00000791,645.2,16.2,343.2,20210607,10614.2,2,1,100.0,100.0,0.0,0.0,12.5
S00000792,646.2,19.2,148.2,20210607,10620.2,2,1,307.0,350.0,0.0,0.0,62.277142857142856
S00000793,648.2,15.2,130.2,20210607,10610.2,2,1,344.0,350.0,0.0,0.0,50.780952380952385
S00000794,648.2,39.2,249.2,20210607,10610.2,2,1,344.0,350.0,0.0,0.0,50.780952380952385
S00000795,648.2,19.2,148.2,20210607,10610.2,2,1,344.0,350.0,0.0,0.0,50.780952380952385
S00000796,649.2,19.2,148.2,20210607,10612.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000797,650.2,15.2,130.2,20210607,10611.2,2,1,335.0,350.0,0.0,0.0,40.67857142857143
S00000798,650.2,19.2,148.2,20210607,10611.2,2,1,335.0,350.0,0.0,0.0,40.67857142857143
S00000799,651.2,16.2,343.2,20210607,10607.2,2,1,100.0,100.0,0.0,0.0,22.5
S00000800,651.2,16.2,343.2,20210607,10607.2,2,1,100.0,100.0,0.0,0.0,22.5
S00000801,652.2,19.2,148.2,20210607,10515.2,2,4,1400.0,1400.0,0.0,0.0,105.0
S00000802,653.2,47.2,289.2,20210607,10608.2,2,1,350.0,350.0,0.0,0.0,40.0
S00000803,654.2,19.2,148.2,20210608,10623.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000804,655.2,19.2,148.2,20210608,10624.2,2,6,2100.0,2100.0,0.0,0.0,286.0
S00000805,656.2,19.2,148.2,20210608,37859.2,2,3,1050.0,1050.0,0.0,0.0,154.0
S00000806,657.2,19.2,148.2,20210608,10631.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000807,658.2,19.2,148.2,20210608,10628.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000808,659.2,19.2,148.2,20210608,10632.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000809,660.2,19.2,148.2,20210608,10629.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000810,661.2,19.2,148.2,20210608,10630.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000811,662.2,19.2,148.2,20210608,10625.2,2,1,350.0,350.0,0.0,0.0,71.0
S00000812,663.2,19.2,148.2,20210608,10627.2,2,1,310.0,350.0,0.0,0.0,39.857142857142854
S00000813,664.2,19.2,148.2,20210608,10626.2,2,1,328.0,350.0,0.0,0.0,66.53714285714285
S00000814,665.2,46.2,288.2,20210608,10622.2,2,1,320.0,350.0,0.0,30.0,15.238095238095237
S00000815,665.2,47.2,289.2,20210608,10622.2,2,1,320.0,350.0,0.0,30.0,15.238095238095237
S00000816,665.2,19.2,148.2,20210608,10622.2,2,1,321.0,350.0,0.0,29.0,15.285714285714285
S00000817,666.2,19.2,148.2,20210609,10635.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000818,667.2,16.2,343.2,20210609,10439.2,2,2,700.0,700.0,0.0,0.0,44.99999999999999
S00000819,668.2,19.2,148.2,20210609,10639.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000820,669.2,19.2,148.2,20210609,10634.2,2,1,300.0,350.0,50.0,0.0,38.57142857142857
S00000821,670.2,19.2,148.2,20210609,10633.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000822,671.2,19.2,148.2,20210609,10638.2,2,1,305.0,350.0,0.0,0.0,19.607142857142854
S00000823,671.2,47.2,289.2,20210609,10638.2,2,1,305.0,350.0,0.0,0.0,19.607142857142854
S00000824,672.2,15.2,130.2,20210609,10075.2,2,1,350.0,350.0,0.0,0.0,40.0
S00000825,673.2,19.2,148.2,20210609,10636.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000826,674.2,19.2,148.2,20210609,10637.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000827,675.2,19.2,148.2,20210609,10578.2,2,1,350.0,350.0,0.0,0.0,71.0
S00000828,676.2,19.2,148.2,20210610,10643.2,2,1,350.0,350.0,0.0,0.0,44.99999999999999
S00000829,677.2,15.2,130.2,20210610,10650.2,2,1,350.0,350.0,0.0,0.0,22.499999999999996
S00000830,677.2,19.2,148.2,20210610,10650.2,2,1,350.0,350.0,0.0,0.0,22.499999999999996
S00000831,678.2,19.2,148.2,20210610,10648.2,2,1,345.0,350.0,0.0,0.0,112.37142857142858
S00000832,679.2,47.2,289.2,20210610,10654.2,2,1,350.0,350.0,0.0,0.0,65.0
S00000833,680.2,19.2,148.2,20210610,10651.2,2,1,350.0,350.0,0.0,0.0,71.0
S00000834,681.2,47.2,289.2,20210610,10652.2,2,1,350.0,350.0,0.0,0.0,40.0
